text,topics
"Title: PIRATE - PrInted gRAphene ThermocouplE for the IoTs Abstract: Accurate real-time temperature measurement is very important in many applications. In particular,  contact-type temperature sensors for nano or microscope measurement of temperature are expected to strongly rise in the next future due to their use in wearables, smartphones, and other consumer electronics devices. However, the development of sensitive and localised temperature sensor is a strong technical challenge, in particular when coupled with flexible substrates, such as those used for packaging and wearables, and the reduced manufacturing cost required for a sensor to be commercially suitable for many IoT applications. The aim of this project is to develop a printed thermocouple made of carbon-based inks, offering accurate temperature measurements as well as better sustainability and biocompatibility, compared to existing solutions.","[""mobile phones""]"
"Title: InComEss - INNOVATIVE POLYMER-BASED COMPOSITE SYSTEMS FOR HIGH-EFFICIENT ENERGY SCAVENGING AND STORAGE Abstract: InComEss seeks at developing efficient smart materials with energy harvesting and storage capabilities combining advanced polymer based-composite materials into a novel single/multi-source concept to harvest electrical energy from mechanical energy and/or waste heat ambient sources. Three Energy Harvesting Systems (EHSs) configurations will be realized through the combination of high performance piezoelectric (PE), thermoelectric (TE) and Thermo-Piezoelectric (TPE) generators and monolithic supercapacitors (SCs) to power selected wireless sensors nodes to be implemented in different IoT scenarios for Structural Health Monitoring (SHM) in buildings and aircrafts (using a new miniature wireless Fiber Optics Sensing (FOS) interrogator) and accurate location and monitoring of vehicles through GPS and MEMS sensing. Advanced concepts for efficient energy transfer will be implemented for increased energy conversion efficiency of the overall EHSs.
InComEss EHSs will involve  the following smart materials developments: 1) advanced lead-free PE composite-based mono-/bi-component fibres with enhanced PE characteristics up to 100ºC/250ºC for their application into single/hybrid PE/TPE generators; 2) innovative high-performance thermoplastic-based p-and n-type TE composites with enhanced Seebeck coefficients in the range from –25ºC up to 250ºC for their application in single/hybrid PE/TPE generators; and 3) printable high energy density PANI/carbon-based composite electrode materials with enhanced specific capacitance and stability for their incorporation into the monolithic supercapacitor (SC) to store the energy harvested.
InComEss technologies, applications and services will impact the partners turnover by €100M after market up-take, generating more than 70 jobs and leveraging the EU economy to more than €4 billion and 12,000 employments and providing direct support to the realization of EU Digital Single Market and the wider implementation of IoT landscape.","[""radio technology""]"
"Title: SETA - SETA: An open, sustainable, ubiquitous data and service ecosystem for efficient, effective, safe, resilient mobility in metropolitan areas Abstract: Around 50% of the global population lives in metropolitan areas, and this is expected to grow to 75% by 2050. Mobility within these areas is complex as it involves multiple modalities of transport, multiple managing authorities, as well as several millions of citizens. The cost of inefficiency in transport and mobility are enormous. For example, inefficiency costs the UK economy €5.8 billion each year. €583 million is wasted on fuel (e.g. traffic congestion) alone each year, which attributes to increased urban pollution and CO2. Hold-ups to business or freight vehicles amounts to €1.5bn annually.
Mobility generates huge amounts of data thought thousands of sensors, city cameras, and connected cars, as well as millions of citizens connected through their mobile devices. If properly managed, this data can be used to understand, optimise and manage mobility and make it more efficient, sustainable and resilient. 
SETA will address this challenge, creating a technology and methodology able to use this wealth of data to change the way mobility is organised, monitored and planned in large metropolitan areas. The solution will be able to collect, process, link and fuse high-volume, high-velocity, multi-dimensional, heterogeneous, cross-media, cross-sectorial data and to use it to model mobility with a precision, granularity and dynamicity that is impossible with today’s technologies. Such models will be the basis of pervasive services to citizens and business, as well as decision makers to support safe, sustainable, effective, efficient and resilient mobility.
The project has the potential to impact the everyday lives of millions of people, their health and the environment with enormous financial and social impact. 
SETA’s solution will be evaluated rigorously by citizens, business and decision makers in 3 cities across Europe. 
The proposal includes a commercialisation plan and describes the economy of managing the SETA ecosystem in a metropolitan area.","[""bluetooth"", ""WiFi""]"
"Title: BroadWay - Innovation activity to develop technologies to enable a pan-European interoperable broadband mobile system for PPDR, validated by sustainable testing facilities Abstract: The BroadWay project will take the first procurement steps to enable ‘interoperable next generation of broadband radio communication systems for public safety and security’ to improve Public Safety and Disaster relief organisation’s (PPDR’s) service to Europe’s citizens, and enhance interoperability across borders. 
The primary goal of this project is to: ‘Procure Innovation activity to develop and demonstrate TRL8 technologies that will enable a pan-European interoperable broadband mobile system for PPDR, validated by sustainable testing facilities’
This project implements a Pre-Commercial Procurement (PCP) with the purpose to realise innovative solutions for the implementation of the ‘SpiceNet Reference’ architecture as defined by the BroadMap project. 
A pan-European pilot system will be developed within the timeframe 2021, validated by sustainable test capabilities, and to the satisfaction of a European wide team of public safety practitioners.
The BroadWay partnership is comprised of 11 buyers in 11 countries, who represent the organisations with responsibility for transition to broadband for Public Safety Communication within their country. All buyer partners are from EU member states. 4 are the direct responsible Ministry within their country, and 7 are the delegated authority in their country, responsible to operate public safety communication networks. Our buyers represent the operation of public safety communication for 1.4Million public safety practitioners in their respective countries.
49 practitioner organisations from a total of 19 countries have offered to take part in the pilot validation/evaluation activities as members of our Practitioner team.
A total of 60 additional organisations have expressed their support for the BroadWay project. The BroadWay team, plus this additional support, covers a total of 23 European Countries with 7 additional countries represented by their ministries responsible for public safety communication.","[""5G"", ""4G"", ""mobile phones""]"
"Title: MetaVEH - Metamaterial Enabled Vibration Energy Harvesting Abstract: Increasing demand for fully autonomous wireless sensors to service the emerging technologies of the internet of things, remote and real time monitoring of vulnerable environments or self-sensing smart structures is driving a requirement for efficient and novel methods of energy harvesting. The sensor's data communication has a substantial power requirement that presents a serious constraint upon the number of sensors, and their capability. Our primary aim is to realise innovative Lead-free electromechanical energy harvesters; these will be easily installed, to power, in a clean and low-cost manner, autonomous wireless sensing devices thereby eliminating batteries and human intervention: This will revolutionise sensor applications whilst simultaneously reducing chemical waste. This is timely as in current solutions battery replacement is either logistically impossible or too expensive and batteries carry a toxic chemical cost. Solar panels have the environmental drawback of using toxic materials. In our vision of future sensor technology, with our vibration energy harvesters (VEH) as their primary power source, a battery, will become unnecessary, and their associated chemical waste will no longer occur, and these sensors will become truly autonomous. The harvester's mechanical core will draw on advanced multiresonator designs, integrating Lead-free piezoelectric patches enhanced by the unique wave control capacities of resonant elastic metamaterials. Currently microVEH, though promising, suffers due to frequency mismatch: We have the ambition to bridge the gap between different scales by leveraging the potential of metamaterials. This will dramatically increase the energy available for harvesting, and operational bandwidth. For electronic applications the integration of rectifiers in the circuitry will allow for the full exploitation of the multiresonant design.","[""radio technology""]"
"Title: PABLO - Power Amplifier Design Through Behavioural Modelling Abstract: 5G base-stations will make use of large antenna arrays (hundreds of elements), potentially with each radiating element fed independently, meaning 1 power amplifier (PA) per element. This situation, combined with the trend of removing the circulator from the PA output for cost and size reasons, the design of the PA needs to take into account for the interaction with the other array elements. As a consequence, the simulation in CAD using traditional transistor models with a large number of internal nodes could become inconvenient, and the use of a behavioral model for the transistor could be an interesting choice.

The project objective is to design 5G RF Doherty PAs for the 5G sub- 6 GHz band using transistor behavioral model. The Cardiff Model will be applied for the first time in a Doherty design, guiding the necessary model changes not only to adapt the model to this application, but also exploiting the advantages that the model can give. Moreover, thanks to his knowledge of Doherty, Jorge will identify a procedure to minimize the number of measurements needed to extract the model. In this way, Jorge will enhance his knowledge by working on behavioral modelling (model extraction, implementation in CAD, and modifications) and waveform measurements. CHFE will improve his range of expertise by hosting a design expert and developing the model for a timely and actual application.

This research program is framed in one of the EU2020 targets, which is the efficient use of energy, as an important issue related to the climate change and energy sustainability of the world.  The expansion and increasing pervasiveness of wireless networks has significantly increased the impact of their power consumption.  By delivering a method to design efficient 5G PAs, PABLO will contribute to green and economically viable 5G systems.","[""5G""]"
"Title: EXPOWER - EXPOnential analysis emPOWERing innovation Abstract: The EXPOWER project combines a broad spectrum of key research and training activities on Multi-Exponential Analysis with applications in industry, that are currently being undertaken in some premier research institutes. The network is interdisciplinary, intersectoral, unconventional and ambitious. It is unconventional in the sense that it connects stakeholders from seemingly separately developed fields: computational harmonic analysis, numerical linear algebra, computer algebra, nonlinear approximation theory, digital signal processing and their applications, in one and more variables. It is ambitious because the consortium stretches from mathematics to computational science and engineering and industry.  Multi-exponential analysis might sound remote, but it touches our daily lives in many surprising ways, even if most people are unaware of how important it is. For example, a substantial amount of effort in signal processing and time series analysis is essentially dedicated to the analysis of multi-exponential functions. Multi-exponential analysis is also fundamental to several research fields and application domains that are the subject of the EXPOWER proposal: remote sensing, antenna design, digital imaging, testing and metrology, all impacting some major societal or industrial challenges such as energy, transportation, space research, health and telecommunications.  The EXPOWER Beneficiaries and Third Country Partners, each bringing in their own complementary expertise, aim at solving some core challenges where the different domains involved with multi-exponential analysis meet. We target game-changing breakthroughs that will deliver a competitive advantage to industry. The EXPOWER project connects 9 countries, 8 universities, 3 international research institutes and 7 companies to explore this highly relevant thematic.","[""telecommunications""]"
"Title: Comedy and Politics - The Comedy of Political Philosophy.  Democratic Citizenship, Political Judgment, and Ideals in Political Practice. Abstract: Despite the rich history and contemporary relevance of the intersection of comedy, political practices, and political thought, comedy has thus far not received sustained attention in the field of political philosophy. This research programme will address this lacuna by developing parallels between (i) the specific outlook on human action offered by comedies and (ii) the perspective of a tradition of political thought known as political realism.

The overall objective of this research programme is to demonstrate that comedy reflects the theoretical and methodological commitments of political realism, and to establish comedy’s contribution to realism by drawing out realism’s transformative potential. 

Three specific research objectives will be combined to support the overall objective. (a) The first objective will develop an account of democratic citizenship informed by comedy by exploring Aristophanes’ comedies. (b) The second objective will develop an account of political judgment informed by comedy, by analysing Machiavelli’s comedies and political writings in relation to each other. (c) The third objective will develop an account of the relation between ideals and practice in politics informed by comedy by drawing on theoretical reflections on comedy by Hegel, Vischer, and Marx. 

Each of the specific research objectives corresponds to a central feature of political realism. By developing these objectives through comedy, the researcher will explicate structural parallels between comedy and political realism. In each of the specific objectives, the transformative potential inherent in comedy will be elucidated. In doing so, the researcher will use insights derived from this parallel to develop a more nuanced understanding of political realism’s potential to conceptualize social transformation. Thus comedy transpires as the means through which the full potential of realism for political philosophy as a whole can be grasped for the first time.","[""teleology""]"
"Title: SimuSafe - SIMULATOR OF BEHAVIOURAL ASPECTS FOR SAFER TRANSPORT Abstract: Road transport is known to be the most dangerous of all transport modes and poses a major societal challenge for EU. It has been claimed that 90% of road-traffic crashes are caused by driver error, being a significant factor in traffic accidents. Improving road safety means understanding the individual and collective behaviour of actors involved (drivers, two wheelers, pedestrians) and their interaction between themselves and safety-related systems and services. The goal of SIMUSAFE (SIMUlator of Behavioural Aspects for SAFEr Transport) following the FESTA-V model methodology is to  develop realistic multi-agent behavioural models in a transit environment where researchers will be able to monitor and introduce changes in every aspect,  gathering data not available in real world conditions. 
Driving simulators of several vehicles (cars, motorcycles, bicycles) and Virtual Reality (for pedestrians) will be used to simulate test environments. This will also enable the evaluation of scenarios which are not possible even with naturalistic driving (dangerous conditions, multiple monitored actors in the same scene, under influence of substances). Data collected from simulations will be correlated with naturalistic driving tests, such that the simulation and model aspects are the closest possible to real world data. From the developed model and collected data, impacting factors causing an event (crash, near-collision, infractions) from the environment and road users will be identified and quantified. Such knowledge will be the base for the development of more effective and pro-active measures for the prevention and mitigation of such factors, with subsequent impact in the safety devices market, regulations and driver education.","[""mobile phones""]"
"Title: CAMELOT - C2 Advanced Multi-domain Environment and Live Observation Technologies Abstract: The creation of the Schengen area has been one of the major achievements of the EU. However, this agreement requires countries to cooperate tightly in order to keep a high level of security at their internal borders, as well as to share the responsibility of managing external borders. Such a variety of borders (land, sea and air) and current challenges requires a consistent approach to border surveillance, based on a plethora of heterogeneous assets. These can be manned or unmanned, ranging from sensors (optical, radar, IR) to unmanned platforms (UAV, UGV, USV or UUV), and need to be combined to offer an integrated situational picture of the area under surveillance and of their location. In order to effectively control their operation and manage the large amounts of data collected by them, new approaches for command and control need to be considered, allowing efficient interaction between the operator and the different assets in the field. CAMELOT proposes to develop and demonstrate different advanced command and control service modules for multiple platform domains, based on a SOA architecture that specifies internal and external interfaces, allowing the development of a modular and scalable command and control station, customisable to the user needs. This architecture can be based on results of previous studies and work or open architectures that may prove more suitable and the interfaces can take advantage of the standardisation work that has been done already. After the definition, CAMELOT partners will prototype service modules according to their expertise, background individual technologies and practitioner needs. These will be integrated progressively in specific testing along the project. This prototype development approach will culminate in 2 final demonstrations involving end users and relevant stakeholders, to achieve a maturity of TRL6 (for most individual technologies supporting the functionalities for border surveillance) and an IRL of 7 for CAMELOT.","[""radar""]"
"Title: MONESE - Innovative banking model for improved financial and economic inclusion of population groups that find it difficult to open a traditional bank account Abstract: Owning a bank account has become a precondition for participating in the economic and social life of a modern society. In the EU several population groups face remarkable difficulties in accessing a bank account service: 3.5 million mobile EU residents have had bank account access issues in their target countries and 22 million consumers would like an account but have not attempted to open one. Underlying causes include practices that place non-residents at disadvantage, irregular income, inadequate documentation, and cost and slowness of opening and owning a bank account. It is estimated that the annual opportunity cost of not having a bank account is €185-365 per consumer.

Monese has launched a prototype of a mobile-first banking service that validates customer’s identity fully online, enabling access to banking even for customers with poor credit history or no formal proof of address. Account opening takes place in real-time, enabling 3-3000x faster onboarding (3 minutes). Monese aims to provide local bank accounts across European Economic Area for a transparent low-cost fixed-fee pricing (4x less expensive). The service is currently launched only in UK and has attracted >6000 customers, with 60 000 people waiting to get access.

MONESE project aims to scale up the technical capability of the service for reaching and being able to serve growing number of users – to increase the level of automation of user identification, scale up service architecture and introduce features required for EU-wide reach. Combining these innovations with business model innovation (fixed-fee pricing, streamlined value proposition, value chain deconstruction, focus on underserved people) enables to achieve EU-wide scale in a profitable manner.

Improving the access to bank account services is becoming a primary policy objective, pushing the drive for new products and business models. Development of the service to an EU-wide scale would increase Monese’s revenues by €97 million in 2020.","[""mobile phones""]"
"Title: SECRET - SEcure Network Coding for Reduced Energy nexT generation Mobile Small cells Abstract: SECRET is a collaborative European Training Network (ETN) committed to create an “excellent” educational training platform; that is multi-disciplinary and intersectoral in nature, for Early Stage Researchers (ESRs) in the field of wireless communications and networking. In this dynamic field, the challenges are always evolving and more stringent in line with market expectation, and socio-economical requirements. 
The chapter of 4G (4th Generation) of mobile systems is finally coming to an end, with waves of 4G systems deployed over Europe and worldwide. 4G systems provide a universal platform for broadband mobile services at any time, any place and anywhere. However, mobile traffic is still growing at an unprecedented rate and the need for more sophisticated broadband services is still further pushing the limits on current standards to provide even tighter integration between wireless technologies and higher speeds. The increase in number of mobile devices and traffic, the change in the nature of service and device, along with the pressure on operation and capital costs, and energy efficiency are all continuously putting stringent limits on the requirement of the design of mobile networks. It is widely accepted that incremental enhancements of current networking paradigm will not achieve or come close to meeting the requirements of networking by 2020 . This has led to the need of a new generation of mobile communications: the so-called 5G. The interests of stakeholders and academic researchers are now focused on 5G paradigm. Although 5G systems are not expected to penetrate the market till 2020, the evolution towards 5G is widely accepted to be the convergence of internet services with existing mobile networking standards leading to the commonly used term “mobile internet” over heterogeneous networks (HetNets), with very high connectivity speeds. 
This proposal aims to narrow the gap between current networking technologies and the foreseen requirements of future 2","[""mobile phones"", ""radio technology""]"
"Title: TWEETHER - Traveling Wave Tube based W-band Wireless Networks with High Data Rate, Distribution, Spectrum and Energy Efficiency Abstract: Never technology has penetrated so deeply and fast in society everyday life as Internet has done in the last decades and is expected to do in the future. The enormous flux of data transferred via wireless networks, increasing at exponential pace, makes today’s state of the art networks soon outdated. Large parts of the society are deprived of adequate access to Internet due to the high costs, long deployment time of optical fibres and inadequate performance of wireless networks. This inequality will most likely pertain in the next years. 
Millimetre waves are the most promising solution to support the increasing data throughput and to be a credible fibre complement for the last miles.
The TWEETHER aim is to realise the millimetre wave Point to multi Point segment to finally link fibre, and sub-6GHz distribution for a full three segment hybrid network, that is the most cost-effective architecture to reach mobile or fixed final individual client. The TWEETHER project responds to the call H2020-ICT6, to foster smart wireless network architecture for high capacity everywhere outdoor data distribution, in gigabit class, that other technologies cannot support, at low operating cost. High spectrum and energy efficient W-band (92-95GHz) technology will be developed. A powerful and compact transmission hub based on a novel traveling wave tube power amplifier with performance precluded to any other technology and an advanced chipset in a compact terminal will be realised. The TWEETHER system will be tested in a real operating environment. Integrated smart networks of backhaul for 4G and 5G small cells and of access for residential houses are the targeted market that benefits from the actual light regulation of W-band. 
A big company Thales Electron Devices, four SMEs, Bluwan, OMMIC, HFSE, Fibernova, and three top Universities, Lancaster, Goethe Frankfurt, Politecnica de Valencia, join their expertise to successfully tackle the formidable challenges of the TWEETHER project.","[""5G"", ""4G"", ""radar""]"
"Title: QV-LIFT - Q/V band earth segment LInk for Future high Throughput space systems Abstract: The QV-LIFT project aims at building the foundation of the Ground Segment Technology for the future Q/V band Terabit SatCom systems. This ambitious task will be undertaken developing core hardware and software technologies addressing urgent physical to network level needs. QV-LIFT intends to demonstrate a TRL6 for all the technologies developed and, significantly, integrating them in a realistic scenario enabled by access to the Q/V band Aldo Paraboni payload, on board of AlphaSat, and by the relevant Ground Segment made available by the Italian Space Agency.
QV-LIFT is committed to increase the maturity level of key satellite communication technologies and to contribute to a more competitive positioning of SatCom European manufacturers in the marketplace in many ways.
1)QV-LIFT intends to advance the European RF SatCom technology by developing the following building blocks and systems at Q/V band:
i)GaN power amplifier MMICs at V band with up to 5W RF power output
ii)a V band power combining High Power Amplifier based on GaN technology targeting up to 15 W power output;
iii)a high performance Block Up Converter operating in the V band;
iv)a Low Noise Block down converter operating in the Q band;
v)Q/V band, Tx/Rx, single aperture antennas for the mobile and fixed terminals;
vi)a Q/V band TX/RX single aperture terminal suitable for airborne applications;
2)QV-LIFT intends to develop the first Q/V band Smart Gateways Management System able to counteract the propagation impairments removing one the main obstacle to the deployment of the future Q/V band Ground Segment.
3)QV-LIFT fosters links between academia, large companies and SMES. In doing so, QV-LIFT targets the full and stable integration of SMEs into the SatCom value chain by developing know how in the following key areas which are recognized as strategic for the future SatCom market:
-MMIC GaN integrated circuits,
-Q/V band RF components,
-Ground Segment Infrastructures.","[""5G""]"
"Title: SAFARI - Scalable And Flexible optical Architecture for Reconfigurable Infrastructure Abstract: Highly scalable & flexible optical transport networks are urgently required in order to meet the demands for unrelenting exponential data traffic growth (estimated at 40 - 50 % per annum). The number and diversity of bandwidth intensive applications and services is rapidly increasing, leading to new demands on transport networks. The present optical transport networks based on conventional fibres, however, are facing fundamental limits in capacity/throughput and are lacking in terms of network flexibility and control. The Scalable And Flexible optical Architecture for Reconfigurable Infrastructure (SAFARI) project aims at developing programmable optical hardware, and Space-Division Multiplexing (SDM)-based optical component technologies capable of realising highly scalable & flexible optical transport networks for the long term future. The high level objectives of the SAFARI project are to:
- Develop programmable optical hardware allowing novel multi-flow transport functions which is scalable to at least 400 Gbps/channel transport, and implement the critical interworking capability required between the software-defined network (SDN) layer and the physical layer.
- Develop SDM-based optical transport technology based on super-dense, high-count multicore fibres (MCFs) and multicore erbium-doped optical fibre amplifiers (MC-EDFAs). The technology should be capable of supporting more than 30 cores per-fibre.
- Undertake system experiments on scalable & flexible optical transport networks based on the newly developed SDN-controlled interworking capability and capacity-scalable hardware, showcasing the unique functionality and capabilities made possible. Specific attention will be focussed on demonstrating that the SDN-controlled programmability developed is compatible with both existing single-mode-fibre transmission systems and future SDM-based systems, allowing for a graceful upgrade scenario with current systems.","[""optical networks""]"
"Title: OpenAIS - Open Architectures for Intelligent Solid State Lighting Systems Abstract: Following the trends of the creation of the “The Internet of Things” (IoT) and the rapid penetration of SSL based lighting, it is
very advantageous to connect the luminaires in buildings to the Internet.
OpenAIS aims at setting the leading standard for inclusion of lighting for professional applications in to IoT, with a focus on
office lighting. This will enable a transition from the currently existing closed and command oriented lighting control systems
to an open and service oriented system architecture. Openness and service orientation will create an eco-system of
suppliers of interoperable components and a market for apps that exploit the lighting system to add value beyond the lighting
function. Added value can e.g. be related to more efficient use of the building, reduction of carbon footprint and increased
comfort and wellbeing. In addition, IoT will facilitate smooth and effective interaction of the lighting system with other
functions in a building such as e.g. HVAC, security and access control. Extensibility and security of the system architecture
are important aspects and will be guaranteed.
The OpenAIS project will define the requirements and use cases for offices in 2020, define the best open system
architecture, identify existing ICT components to be used and develop additional components. The system will be validated
by a pilot installation in a real office setting. After the OpenAIS project, the Consortium will pursue standardization of the
system architecture, aiming at the creation of the leading standard for Internet connected lighting.
The project brings together a strong collaboration of the leading lighting companies Zumtobel, Tridonic, and Philips and the
major players in IoT technology ARM, NXP and Imtech. Consortium partner Johnson Controls represents the end user and
academic knowledge on ICT and system architecture is present through TU/e and TNO-ESI. During the project, the
Consortium will seek close cooperation with the IoT community.","[""mobile phones""]"
"Title: Triangulum - Triangulum: The Three Point Project / Demonstrate. Disseminate. Replicate. Abstract: The Triangulum project will demonstrate how a systems innovation approach based around the European Commission’s SCC Strategic Implementation Plan can drive dynamic smart city development. We will test the SIP across three lighthouse cities: Manchester, Eindhoven and Stavanger, which represent the main typologies of European cities. They will be complemented by our follower cities Prague, Leipzig and Sabadell. This powerful combination reflects an urban population of between 100k and 1,2m inhabitants across six different countries, allowing us to demonstrate successful replication across a wide range of typical urban areas in Europe. Each city has already made significant progress towards the transition of becoming a smart city; developing their own individual approach reflecting specific local circumstances. These inherent strengths will now serve to accelerate the smart city development across proposed demonstration sites within Triangulum. The suite of projects developed will be based around zero/low energy districts, integrated infrastructures and sustainable urban mobility designed to deliver a range of cross-cutting outcomes across different sectors and stakeholders. This will provide the basis to ‘road test’ the SIP and provide recommendations to the Commission on how it could be improved to facilitate wider replication. The Triangulum goals target a series of direct impacts around; reduced energy consumption of buildings, increased use of renewable energies, increased utilisation of electric vehicles, deployment of intelligent energy management technologies and the deployment of an adaptive and dynamic ICT data hub. The design and implementation of innovative Business Models and the activation of citizens as co-creators are core cross-cutting elements to base the technologies in real-world city environments and facilitate replication.","[""fiber-optic network""]"
"Title: 5GEx - 5G Exchange Abstract: The goal of the 5G Exchange (5GEx) project is to enable cross-domain orchestration of services over multiple administrations or over multi-domain single administrations. This will allow end-to-end network and service elements to mix in multi-vendor, heterogeneous technology and resource environments. Market fragmentation has resulted in a multitude of network operators each focused on different countries and regions. This makes it difficult to create infrastructure services spanning multiple countries, such as virtual connectivity or compute resources, as no single operator has a footprint everywhere.

5GEx aims to enable collaboration between operators, regarding 5G infrastructure services, with the view to introducing a unification via NFV/SDN compatible multi-domain orchestration by producing (i) an open platform enabling cross-domain orchestration of services over these multiple domains, with a set of open source software tools and extensions that can be utilised outside the scope of 5GEx; (ii) a Sandbox Network enabling experimentation and validation of the devised architecture, mechanisms, and business models; (iii) a proof-of-innovation multi-domain platform enabling multiple 5G use-cases and realistic scenarios that demonstrate the orchestration of complex end-to-end Infrastructure as a Service across multiple carriers; (iv) contributions to standards bodies of concepts learned during the development and experimentation of the project; (v) input to stimulate the telecom and IT industry stakeholders by actively promoting adoption of 5GEx’s open solutions.

Such 5G infrastructure services will provide a crucial role in making 5G happen as they provide the foundation of all cloud and networking services. 5GEx aims to enable, through operator collaboration, a unified European infrastructure service market integrating multiple operators and technologies, where service provisioning is fast and automated and which results in stronger economy via economies of scale.","[""5G""]"
"Title: SPEED-5G - quality of Service Provision and capacity Expansion through Extended-DSA for 5G Abstract: The objective of SPEED-5G is to research and develop technologies that address the well-known challenges of predicted growth in mobile connections and traffic volume.  A major challenge is the cost of meeting the objective, in terms of both infrastructure and deployment. Today, lack of dynamic control across wireless network resources is leading to unbalanced spectrum loads and a perceived capacity bottleneck. These will be solved by SPEED-5G through eDSA (extended DSA), which is resource management with three degrees of freedom: densification, rationalized traffic allocation over heterogeneous wireless technologies, and better load balancing across available spectrum.
SPEED-5G will investigate indoor and indoor/outdoor scenarios where capacity demands are the highest, but also where the eDSA will be the most effective at exploiting co-operation across technologies and bands. 
The project will focus on two major innovations which are currently missing: resource management techniques across technology ‘silos’, and medium access technologies to address densification in mostly unplanned environments. It will leverage flexible radio approaches expected in 5G (e.g. FBMC). 
SPEED-5G has a very strong consortium, with a mix of operators, industrial partners, SMEs and leading European research institutes. They bring considerable knowledge and technology background to the project in architecture, resource management, protocols, radios, standardization, trials and tests, along with the most advanced of trial facilities, like the 5GIC centre.
The SPEED-5G innovations will be considered in an architectural framework consistent with the 5GPPP. They will be researched, implemented and trialled in SPEED-5G in order to reach high level of maturity and confidence. This will guarantee impact on the 5GPPP program as a whole, on standards and on European technical leadership.","[""5G""]"
"Title: 5GASP - 5G Application & Services experimentation and certification Platform Abstract: As 5G approaches a very high maturity level, the testing and validation of the innovations achieved in 5G by integrators and verticals service providers has become of utmost importance. Verticals have very different needs, such as the case of the Automotive industry and Public Protection and Disaster Relief (PPDR). This will therefore require different levels of support in taking their applications and services from concepts, to prototypes and finally to products. However, it is also more and more frequent that services in different verticals need to exchange data, particularly mobility services such as those found in connected automobiles and PPDR.
5GASP aims at shortening the idea-to-market process through the creation of a European testbed for SMEs that is fully automated and self-service, in order to foster rapid development and testing of new and innovative NetApps built using the 5G NFV based reference architecture. Building on top of existing physical infrastructures, 5GASP intends to focus on innovations related to the operation of experiments and tests across several domains, providing software support tools for Continuous Integration and Continuous Deployment (CI/CD) of VNFs in a secure & trusted environment for European SMEs capitalizing in the 5G market. 5GASP targets the creation of an Open Source Software (OSS) repository and of a VNF marketplace targeting SMEs with OSS examples and building blocks, as well as the incubation of a community of NetApp developers assisted with tools and services that can enable an early validation and/or certification of products and services for 5G. We focus on inter-domain use-cases, development of operational tools and procedures (supporting day-to-day testing and validation activities) and security/trust of 3rd party IPR running in our testbeds.","[""5G""]"
"Title: WATERPROTECT - Innovative tools enabling drinking WATER PROTECTion in rural and urban environments Abstract: High-quality, safe, and sufficient drinking water is essential for life: we use it for drinking, food preparation and cleaning. Agriculture is the biggest source of pesticides and nitrate pollution in European fresh waters. The overarching objective of WATERPROTECT is to contribute to effective uptake and realisation of management practices and mitigation measures to protect drinking water resources. Therefore WATERPROTECT will create an integrative multi-actor participatory framework including innovative instruments that enable actors to monitor, to finance and to effectively implement management practices and measures for the protection of water sources. We propose seven case studies involving multiple actors in implementing good practices (land management, farming, product stewardship, point source pollution prevention) to ensure safe drinking water supply. The seven case studies cover different pedo-climatic conditions, different types of farming systems, different legal frameworks, larger and smaller water collection areas across the EU. In close cooperation with actors in the field in the case studies (farmers associations, local authorities, water producing companies, private water companies, consumer organisations) and other stakeholders (fertilizer and plant protection industry, environment agencies, nature conservation agencies, agricultural administrations) at local and EU level, WATERPROTECT will develop innovative water governance models investigating alternative pathways from focusing on the ‘costs of water treatment’ to ‘rewarding water quality delivering farming systems’. Water governance structures will be built upon cost-efficiency analysis related to mitigation and cost-benefit analysis for society, and will be supported by spatially explicit GIS analyses and predictive models that account for temporal and spatial scaling issues. The outcome will be improved participatory methods and public policy instruments to protect drinking water resources.","[""mobile phones""]"
"Title: VISMEM - Visualising memories of violence in urban places: gender and wellbeing in Istanbul Abstract: Evidence shows that violence in urban areas affects women of all ages, socio economic and cultural backgrounds in particular (WHO 2014). The immediate and extensive costs of violence targeting women perpetuate the existing gender hierarchies by setting boundaries on women’s movement, mobility, presence: that is, on their use of urban space. In addition to restrictions in mainstream social life, gendered violence is a systemic source of experiencing helplessness, humiliation, and distress which overall are a fundamental component of women’s wellbeing. VISMEM will investigate the impact of place-based memories of violence among diverse women for their use of urban space, and interrogate the utility of visual methods for understanding that impact. More precisely, the study uses visual methods to explore diverse women’s everyday negotiations of space in Istanbul, focusing in particular on their movements in relation to three research sites where forms of violence against women have occurred. VISMEM’s overall objective is to develop a conceptual framework and visual tools for multisector policy and research engagement with memory as a key means to locate, assess, and ameliorate women's differential experience of violence and wellbeing in the city. Women in different social and spatial settings remember (and forget) the physical and mental effects of violence through personal experience and through popular accounts of its effects. The differential workings of memory in turn have implications on the lived experiences and wellbeing of a city's current (and future) residents/visitors. Yet, the nexus of memory, place, gender remains disconnected from the multisector urban agenda on difference, inclusion, and wellbeing. VISMEM will provide transferable knowledge and policy-related results on the relation between gendered violence, memory, and will greatly improve our understanding of place memory as a focus in achieving gender-goals in urban social and spatial integration.","[""mobile phones""]"
